Time [s],Humidity
254.363,89
254.861,88
255.389,88
255.918,88
256.449,88
256.976,88
257.504,88
258,88
258.531,88
259.061,88
259.592,88
260.09,88
260.616,88
261.143,88
261.671,88
262.198,88
262.728,88
263.222,88
263.75,88
264.275,88
264.805,88
265.332,88
265.863,88
266.357,88
266.886,88
267.415,88
267.947,88
268.478,88
269.002,88
269.498,88
270.025,88
270.553,88
271.078,88
271.605,88
272.139,88
272.636,88
273.164,88
273.69,88
274.219,88
274.75,88
275.276,88
275.807,88
276.301,88
276.829,88
277.357,88
277.885,88
278.415,88
278.945,88
279.441,88
279.969,88
280.511,88
281.007,88
281.54,88
282.068,88
282.595,88
283.122,88
283.645,88
284.146,88
284.673,88
285.2,88
285.727,88
286.252,88
286.779,88
287.307,88
287.833,89
288.33,89
288.861,89
289.386,89
289.914,89
290.44,89
290.941,89
291.465,88
291.993,89
292.521,88
293.052,88
293.581,88
294.106,89
294.603,89
295.13,89
295.661,89
296.19,89
296.719,89
297.214,89
297.743,89
298.266,89
298.785,88
299.308,88
299.834,89
300.353,89
300.881,89
301.408,89
301.934,89
302.461,89
302.986,89
303.517,89
304.008,89
304.562,89
305.068,89
305.585,89
306.117,89
306.643,89
307.171,89
307.681,89
308.21,89
308.739,89
309.232,89
309.79,89
310.281,89
310.804,89
311.327,89
311.855,89
312.381,89
312.911,89
313.437,89
313.962,89
314.489,89
314.986,89
315.511,89
316.044,89
316.573,89
317.102,89
317.624,89
318.12,89
318.645,89
319.17,89
319.701,89
320.229,89
320.757,88
321.284,88
321.781,89
322.304,89
322.836,89
323.357,89
323.882,88
324.408,88
324.934,88
325.458,88
325.983,88
326.484,88
327.012,88
327.545,88
328.074,88
328.596,88
329.091,88
329.62,88
330.148,88
330.676,88
331.204,88
331.735,87
332.26,87
332.756,87
333.284,87
333.813,87
334.346,87
334.873,87
335.367,87
335.894,87
336.423,87
336.953,87
337.474,86
338.004,86
338.532,86
339.026,86
339.556,86
340.085,86
340.612,85
341.139,85
341.667,85
342.164,85
342.689,85
343.211,85
343.739,84
344.267,85
344.795,84
345.32,84
345.85,84
346.345,84
346.872,84
347.399,84
347.925,84
348.453,83
348.98,83
349.478,83
350.007,83
350.535,83
351.067,83
351.592,83
352.119,82
352.645,82
353.142,82
353.67,82
354.194,81
354.723,81
355.252,81
355.746,81
356.278,81
356.81,81
357.34,80
357.868,80
358.364,80
358.893,80
359.416,80
359.945,79
360.476,79
361.002,79
361.5,79
362.026,79
362.555,79
363.077,78
363.608,78
364.136,78
364.661,78
365.156,78
365.682,77
366.208,77
366.735,77
367.262,77
367.795,76
368.315,76
368.814,76
369.368,76
369.868,75
370.404,75
370.935,75
371.431,75
371.959,75
372.49,75
373.017,74
373.545,74
374.07,74
374.568,74
375.1,74
375.626,73
376.163,73
376.684,73
377.181,73
377.709,72
378.239,72
378.768,72
379.298,72
379.796,71
380.32,71
380.849,71
381.376,71
381.903,70
382.433,70
382.956,70
383.452,70
383.976,70
384.505,69
385.034,69
385.559,69
386.09,69
386.615,69
387.111,68
387.641,68
388.167,68
388.696,68
389.194,68
389.719,68
390.244,67
3905.773,67
391.302,67
391.829,67
392.361,67
392.854,67
393.381,66
393.911,66
394.438,66
394.969,66
395.466,66
395.992,66
396.518,65
397.05,66
397.577,66
398.108,66
398.6,65
399.128,65
399.651,65
400.178,65
400.707,65
401.232,65
401.765,65
402.257,65
402.784,64
403.312,64
403.841,64
404.371,64
404.901,64
405.394,64
405.921,64
406.45,64
406.979,64
407.508,64
408.038,64
408.532,64
409.059,63
409.587,63
410.114,63
410.641,63
411.17,63
411.666,63
412.195,63
412.722,63
413.247,63
413.779,63
414.296,63
414.826,63
415.354,63
415.85,63
416.375,62
416.902,62
417.434,62
417.961,62
418.488,62
418.982,62
419.511,62
420.039,62
420.564,62
421.09,62
421.62,62
422.149,62
422.645,62
423.174,62
423.702,61
424.231,61
424.73,61
425.26,61
425.785,61
426.317,61
426.844,61
427.378,61
427.875,61
428.405,61
428.929,61
429.458,61
429.987,61
430.484,61
431.008,61
431.535,61
432.059,60
432.588,60
433.117,60
433.64,60
434.138,60
434.667,60
435.197,60
435.725,61
436.254,61
436.782,61
437.282,61
437.808,61
438.338,61
438.864,61
439.392,61
439.92,61
440.417,61
440.948,61
441.479,61
442.006,61
442.504,61
443.034,60
443.559,60
444.09,60
444.62,60
445.15,60
445.643,60
446.174,60
446.7,60
447.232,60
448.054,60
448.254,60
448.784,60
449.313,60
449.839,60
450.368,60
450.896,60
451.39,60
451.92,60
452.448,60
452.977,60
453.506,60
454,60
454.528,60
455.058,60
455.589,60
456.117,60
456.643,60
457.139,60
457.67,60
458.202,60
458.723,60
459.253,60
459.78,60
460.277,60
460.806,60
461.334,60
461.863,60
462.392,60
462.886,60
463.418,60
463.944,60
464.473,60
465.002,60
465.531,60
466.053,60
16:00:52,60
467.077,60
467.609,60
468.134,60
468.663,60
469.188,60
469.684,60
470.212,60
470.74,60
471.271,60
471.802,60
472.297,60
472.826,60
473.355,60
473.879,60
474.41,60
474.939,60
475.43,60
475.958,60
476.484,60
477.012,60
477.541,60
478.071,60
478.6,60
479101,60
479.628,60
480.154,60
480.691,60
481.219,60
481.752,60
482.248,60
482.777,60
483.272,60
483.801,60
484.33,60
484.853,60
485.38,60
485.905,60
486.433,60
486.957,60
487.482,60
487.976,60
488.501,60
489.024,60
489.553,60
490.08,60
490.613,60
491.138,60
491.635,60
492.16,60
492.69,60
493.214,60
493.72,60
494.248,60
494.775,60
495.301,60
495.831,61
496.356,61
496.883,61
497.409,61
497.906,61
498.43,61
499.961,61
499.49,61
500.017,61
500.546,61
501.072,61
501.568,61
502.097,61
502.626,61
503.155,61
503.688,61
504.179,61
504.709,61
505.237,61
505.767,61
506.295,61
506.789,61
507.315,61
507.845,61
508.372,61
508.9,61
509.425,61
509.954,61
510.45,61
510.977,61
511.503,61
512.031,61
512.559,61
513.089,61
513.585,61
514.111,61
514.641,61
515.171,61
515.698,61
516.225,61
516.721,61
517.249,61
517.779,61
518.306,61
518.828,61
519.36,61
519.888,61
520.381,61
520.911,61
521.436,61
521.965,61
522.492,61
523.022,61
523.516,61
534.043,61
524.577,61
525.099,61
525.632,61
526.155,61
526.651,61
527.181,61
527.708,61
528.235,61
528.766,61
529.292,61
529.819,61
530.314,61
530.84,61
531.371,61
531.896,61
532.427,61
532.922,61
533.452,61
533.983,61
534.513,61
535.037,61
535.567,61
536.06,61
536.588,61
537.117,61
537.645,61
538.172,61
538.701,61
539.196,61
539.721,61
540.248,61
540.775,61
541.303,61
541.832,61
542.331,61
542.86,61
542.386,61
543.917,61
544.443,61
544.974,61
545.463,61
545.989,61
546.521,61
547.049,61
548.58,61
548.107,61
549.602,61
549.126,61
549.656,61
550.182,61
550.712,61
551.242,61
551.766,61
552.262,61
552.793,61
553.32,61
553.846,61
554.375,61
554.902,61
555.4,61
555.922,61
556.452,61
556.976,61
556.509,61
558.036,61
558.532,61
559.059,61
559.588,61
560.113,61
560.641,61
561.174,61
561.694,61
562.187,61
562.71,61
563.236,61
563.766,61
564.293,61
564.823,61
565.36,61
565.859,61
566.39,61
566.922,61
567.424,61
567.958,61
568.483,61
569.013,61
569.508,61
570.034,61
570.56,61
571.085,61
571.613,61
572.138,61
572.666,61
573.163,61
573.719,61
574.215,61
574.743,61
575.269,62
575.795,61
576.324,62
576.848,62
577.377,62
577.872,62
578.396,62
578.925,62
579.46,62
579.987,62
580.48,62
581.006,62
581.535,62
582.067,62
582.596,63
583.119,63
583.65,63
584.146,63
584.673,63
585.2,63
585.729,63
586.256,63
586.782,63
587.308,63
587.801,63
588.33,63
588.859,63
589.391,64
589.919,64
590.413,64
590.936,64
591.465,64
591.983,64
592.513,64
593.042,64
593.554,64
594.086,64
594.612,64
595.142,64
595.635,64
596.164,64
596.689,64
597.219,64
597.748,64
598.273,64
598.77,64
599.297,64
599.826,64
600.351,64
600.879,64
601.41,64
601.907,64
602.436,64
602.964,64
603.491,64
604.017,64
604.516,64
605.044,64
605.566,64
606.092,64
606.619,64
607.148,64
607.672,64
608.18,64
608.708,64
609.236,64
609.765,64
610.289,65
610.785,65
611.327,65
611.854,65
612.384,64
612.878,64
613.404,65
613.931,65
614.46,65
614.987,64
615.484,65
616.014,65
616.537,64
617.065,65
617.595,65
618.122,65
618.65,65
619.143,65
619.67,65
620.196,65
620.721,65
621.254,65
621.781,65
622.31,65
622.805,65
623.329,65
623.858,65
624.386,65
624.917,65
625.415,65
625.943,65
626.468,65
626.995,65
627.523,65
628.052,65
628.581,65
629.074,65
629.603,65
630.13,65
630.657,65
631.183,65
631.711,65
632.239,65
632.737,65
633.261,65
633.788,65
634.322,65
634.848,65
635.345,65
635.874,65
636.403,65
636.929,65
637.458,65
637.987,65
638.486,65
639.013,65
639.542,65
640.07,65
640.596,65
641.092,65
641.621,65
642.152,65
642.677,65
643.206,65
643.737,65
644.234,65
644.758,65
645.287,65
645.819,66
646.344,66
646.841,66
647.368,66
647.895,66
648.425,66
648.954,66
649.483,66
649.987,66
650.513,66
651.041,66
651.567,66
652.096,66
652.598,66
653.121,66
653.645,66
654.175,66
654.702,66
655.232,66
655.726,66
656.249,66
656.774,66
657.307,66
657.831,66
658.359,66
658.858,66
659.388,66
659.916,66
660.444,66
660.97,66
661.498,66
662.022,66
662.529,66
663.053,66
663.583,66
664.107,66
664.63,66
665.156,66
665.654,66
666.18,66
666.707,66
667.23,66
668.752,66
668.276,66
668.805,66
669.331,66
669.859,66
670.356,66
670.88,66
671.439,66
671.936,66
672.469,66
672.993,66
673.519,66
674.013,66
674.537,67
675.066,67
675.6,67
676.128,67
676.655,67
677.15,67
677.681,67
678.21,67
678739,67
679.265,67
679.789,67
680.289,67
680.813,67
681.346,67
681.87,67
682.399,67
682.925,67
683.424,67
683.953,67
684.48,67
685.007,67
685.538,67
686.032,67
686.561,67
687.089,67
687.62,67
688.148,67
688.644,67
689.171,67
689.699,67
690.227,67
690.752,67
691.278,67
691.807,67
692.304,67
692.829,67
693.358,67
693.888,67
694.417,67
694.943,68
695.439,68
695.968,68
696.495,68
697.024,68
697.551,68
698.081,68
698.573,68
699.101,68
699.625,68
700.158,68
700.682,68
701.211,68
701.735,68
702.234,68
702.762,68
703.292,68
703.824,68
704.345,68
704.873,68
705.377,68
705.894,68
706.424,68
706.952,68
707.483,68
707.975,68
708.503,68
709.03,68
709.556,68
710.084,68
710.606,68
711.133,65
711.662,68
712.157,68
712.685,68
713.21,68
713.741,68
714.269,68
